source,run_id,numeric_run_id,model,instruction_type,honesty_level,return_policy,trial,statement_true,investment,payoff,previous_payoff,cumulative_return_rate_before,cumulative_truth_rate_before
v9b,v9b_6,6,MiniMax-M2.7,attention_control,high,fair_high,10,False,7,12,15,0.617,0.889
v9b,v9b_6,6,MiniMax-M2.7,attention_control,high,fair_high,11,True,0,10,12,0.6,0.8
v9b,v9b_6,6,MiniMax-M2.7,attention_control,high,fair_high,12,False,5,13,10,0.595,0.818
v9b,v9b_6,6,MiniMax-M2.7,attention_control,high,fair_high,13,True,5,15,13,0.588,0.75
v9b,v9b_6,6,MiniMax-M2.7,attention_control,high,fair_high,14,True,0,10,15,0.596,0.769
v9b,v9b_6,6,MiniMax-M2.7,attention_control,high,fair_high,15,True,0,10,10,0.596,0.786
v9b,v9b_6,6,MiniMax-M2.7,attention_control,high,fair_high,16,False,5,16,10,0.6,0.8
v9b,v9b_6,6,MiniMax-M2.7,attention_control,high,fair_high,17,True,5,13,16,0.609,0.75
v9b,v9b_6,6,MiniMax-M2.7,attention_control,high,fair_high,18,True,0,10,13,0.606,0.765
v9b,v9b_7,7,MiniMax-M2.7,attention_control,low,fair_high,1,False,5,13,,,
v9b,v9b_7,7,MiniMax-M2.7,attention_control,low,fair_high,2,False,0,10,13,0.5,0.0
v9b,v9b_7,7,MiniMax-M2.7,attention_control,low,fair_high,3,False,0,10,10,0.525,0.0
v9b,v9b_7,7,MiniMax-M2.7,attention_control,low,fair_high,4,False,0,10,10,0.533,0.0
v9b,v9b_7,7,MiniMax-M2.7,attention_control,low,fair_high,5,False,0,10,10,0.525,0.0
v9b,v9b_7,7,MiniMax-M2.7,attention_control,low,fair_high,6,False,0,10,10,0.51,0.0
v9b,v9b_7,7,MiniMax-M2.7,attention_control,low,fair_high,7,False,0,10,10,0.542,0.0
v9b,v9b_7,7,MiniMax-M2.7,attention_control,low,fair_high,8,False,0,10,10,0.543,0.0
v9b,v9b_7,7,MiniMax-M2.7,attention_control,low,fair_high,9,True,0,10,10,0.55,0.0
v9b,v9b_7,7,MiniMax-M2.7,attention_control,low,fair_high,10,False,0,10,10,0.567,0.111
v9b,v9b_7,7,MiniMax-M2.7,attention_control,low,fair_high,11,False,0,10,10,0.555,0.1
v9b,v9b_7,7,MiniMax-M2.7,attention_control,low,fair_high,12,True,0,10,10,0.55,0.091
v9b,v9b_7,7,MiniMax-M2.7,attention_control,low,fair_high,13,False,0,10,10,0.554,0.167
v9b,v9b_7,7,MiniMax-M2.7,attention_control,low,fair_high,14,False,0,10,10,0.569,0.154
v9b,v9b_7,7,MiniMax-M2.7,attention_control,low,fair_high,15,False,0,10,10,0.579,0.143
v9b,v9b_7,7,MiniMax-M2.7,attention_control,low,fair_high,16,False,0,10,10,0.583,0.133
v9b,v9b_7,7,MiniMax-M2.7,attention_control,low,fair_high,17,True,0,10,10,0.588,0.125
v9b,v9b_7,7,MiniMax-M2.7,attention_control,low,fair_high,18,True,0,10,10,0.591,0.176
v9b,v9b_8,8,MiniMax-M2.7,attention_control,low,fair_high,1,False,0,10,,,
v9b,v9b_8,8,MiniMax-M2.7,attention_control,low,fair_high,2,False,0,10,10,0.55,0.0
v9b,v9b_8,8,MiniMax-M2.7,attention_control,low,fair_high,3,False,0,10,10,0.5,0.0
v9b,v9b_8,8,MiniMax-M2.7,attention_control,low,fair_high,4,False,0,10,10,0.5,0.0
v9b,v9b_8,8,MiniMax-M2.7,attention_control,low,fair_high,5,False,0,10,10,0.512,0.0
v9b,v9b_8,8,MiniMax-M2.7,attention_control,low,fair_high,6,True,0,10,10,0.54,0.0
v9b,v9b_8,8,MiniMax-M2.7,attention_control,low,fair_high,7,False,0,10,10,0.567,0.167
v9b,v9b_8,8,MiniMax-M2.7,attention_control,low,fair_high,8,False,0,10,10,0.557,0.143
v9b,v9b_8,8,MiniMax-M2.7,attention_control,low,fair_high,9,False,0,10,10,0.544,0.125
v9b,v9b_8,8,MiniMax-M2.7,attention_control,low,fair_high,10,True,0,10,10,0.544,0.111
v9b,v9b_8,8,MiniMax-M2.7,attention_control,low,fair_high,11,True,0,10,10,0.54,0.2
v9b,v9b_8,8,MiniMax-M2.7,attention_control,low,fair_high,12,False,0,10,10,0.55,0.273
v9b,v9b_8,8,MiniMax-M2.7,attention_control,low,fair_high,13,False,0,10,10,0.554,0.25
v9b,v9b_8,8,MiniMax-M2.7,attention_control,low,fair_high,14,False,0,10,10,0.562,0.231
v9b,v9b_8,8,MiniMax-M2.7,attention_control,low,fair_high,15,False,0,10,10,0.575,0.214
v9b,v9b_8,8,MiniMax-M2.7,attention_control,low,fair_high,16,True,0,10,10,0.577,0.2
v9b,v9b_8,8,MiniMax-M2.7,attention_control,low,fair_high,17,False,0,10,10,0.584,0.25
v9b,v9b_8,8,MiniMax-M2.7,attention_control,low,fair_high,18,False,0,10,10,0.591,0.235
v9b,v9b_9,9,MiniMax-M2.7,attention_control,low,fair_high,1,False,5,13,,,
v9b,v9b_9,9,MiniMax-M2.7,attention_control,low,fair_high,2,False,7,13,13,0.5,0.0
v9b,v9b_9,9,MiniMax-M2.7,attention_control,low,fair_high,3,False,6,14,13,0.5,0.0
v9b,v9b_9,9,MiniMax-M2.7,attention_control,low,fair_high,4,False,4,11,14,0.517,0.0
v9b,v9b_9,9,MiniMax-M2.7,attention_control,low,fair_high,5,True,5,14,11,0.5,0.0
v9b,v9b_9,9,MiniMax-M2.7,attention_control,low,fair_high,6,False,6,14,14,0.52,0.2
v9b,v9b_9,9,MiniMax-M2.7,attention_control,low,fair_high,7,False,6,17,14,0.525,0.167
v9b,v9b_9,9,MiniMax-M2.7,attention_control,low,fair_high,8,False,6,14,17,0.55,0.143
v9b,v9b_9,9,MiniMax-M2.7,attention_control,low,fair_high,9,False,6,13,14,0.55,0.125
v9b,v9b_9,9,MiniMax-M2.7,attention_control,low,fair_high,10,False,5,16,13,0.544,0.111
v9b,v9b_9,9,MiniMax-M2.7,attention_control,low,fair_high,11,False,6,17,16,0.565,0.1
v9b,v9b_9,9,MiniMax-M2.7,attention_control,low,fair_high,12,True,6,17,17,0.577,0.091
v9b,v9b_9,9,MiniMax-M2.7,attention_control,low,fair_high,13,False,6,12,17,0.588,0.167
v9b,v9b_9,9,MiniMax-M2.7,attention_control,low,fair_high,14,True,6,16,12,0.577,0.154
v9b,v9b_9,9,MiniMax-M2.7,attention_control,low,fair_high,15,False,6,16,16,0.582,0.214
v9b,v9b_9,9,MiniMax-M2.7,attention_control,low,fair_high,16,False,7,19,16,0.587,0.2
v9b,v9b_9,9,MiniMax-M2.7,attention_control,low,fair_high,17,True,6,15,19,0.597,0.188
v9b,v9b_9,9,MiniMax-M2.7,attention_control,low,fair_high,18,False,7,17,15,0.597,0.235
v9b,v9b_10,10,MiniMax-M2.7,attention_control,low,fair_high,1,False,5,13,,,
v9b,v9b_10,10,MiniMax-M2.7,attention_control,low,fair_high,2,False,5,15,13,0.5,0.0
v9b,v9b_10,10,MiniMax-M2.7,attention_control,low,fair_high,3,False,6,13,15,0.575,0.0
v9b,v9b_10,10,MiniMax-M2.7,attention_control,low,fair_high,4,False,10,21,13,0.55,0.0
v9b,v9b_10,10,MiniMax-M2.7,attention_control,low,fair_high,5,False,4,14,21,0.587,0.0
v9b,v9b_10,10,MiniMax-M2.7,attention_control,low,fair_high,6,False,5,13,14,0.6,0.0
v9b,v9b_10,10,MiniMax-M2.7,attention_control,low,fair_high,7,False,7,17,13,0.583,0.0
v9b,v9b_10,10,MiniMax-M2.7,attention_control,low,fair_high,8,False,6,12,17,0.593,0.0
v9b,v9b_10,10,MiniMax-M2.7,attention_control,low,fair_high,9,True,5,12,12,0.575,0.0
v9b,v9b_10,10,MiniMax-M2.7,attention_control,low,fair_high,10,True,6,17,12,0.561,0.111
v9b,v9b_10,10,MiniMax-M2.7,attention_control,low,fair_high,11,False,5,13,17,0.575,0.2
v9b,v9b_10,10,MiniMax-M2.7,attention_control,low,fair_high,12,True,5,14,13,0.573,0.182
v9b,v9b_10,10,MiniMax-M2.7,attention_control,low,fair_high,13,True,5,16,14,0.575,0.25
v9b,v9b_10,10,MiniMax-M2.7,attention_control,low,fair_high,14,False,5,15,16,0.588,0.308
v9b,v9b_10,10,MiniMax-M2.7,attention_control,low,fair_high,15,False,5,13,15,0.596,0.286
v9b,v9b_10,10,MiniMax-M2.7,attention_control,low,fair_high,16,False,5,13,13,0.593,0.267
v9b,v9b_10,10,MiniMax-M2.7,attention_control,low,fair_high,17,False,5,14,13,0.591,0.25
v9b,v9b_10,10,MiniMax-M2.7,attention_control,low,fair_high,18,False,5,16,14,0.591,0.235
v9b,v9b_11,11,MiniMax-M2.7,attention_control,low,fair_high,1,False,0,10,,,
v9b,v9b_11,11,MiniMax-M2.7,attention_control,low,fair_high,2,False,0,10,10,0.55,0.0
v9b,v9b_11,11,MiniMax-M2.7,attention_control,low,fair_high,3,True,0,10,10,0.625,0.0
v9b,v9b_11,11,MiniMax-M2.7,attention_control,low,fair_high,4,False,0,10,10,0.6,0.333
v9b,v9b_11,11,MiniMax-M2.7,attention_control,low,fair_high,5,False,0,10,10,0.575,0.25
v9b,v9b_11,11,MiniMax-M2.7,attention_control,low,fair_high,6,True,0,10,10,0.58,0.2
v9b,v9b_11,11,MiniMax-M2.7,attention_control,low,fair_high,7,False,0,10,10,0.583,0.333
v9b,v9b_11,11,MiniMax-M2.7,attention_control,low,fair_high,8,False,0,10,10,0.593,0.286
v9b,v9b_11,11,MiniMax-M2.7,attention_control,low,fair_high,9,False,0,10,10,0.606,0.25
v9b,v9b_11,11,MiniMax-M2.7,attention_control,low,fair_high,10,False,0,10,10,0.589,0.222
v9b,v9b_11,11,MiniMax-M2.7,attention_control,low,fair_high,11,False,0,10,10,0.58,0.2
v9b,v9b_11,11,MiniMax-M2.7,attention_control,low,fair_high,12,False,0,10,10,0.586,0.182
v9b,v9b_11,11,MiniMax-M2.7,attention_control,low,fair_high,13,False,0,10,10,0.592,0.167
v9b,v9b_11,11,MiniMax-M2.7,attention_control,low,fair_high,14,True,0,10,10,0.581,0.154
v9b,v9b_11,11,MiniMax-M2.7,attention_control,low,fair_high,15,False,0,10,10,0.575,0.214
v9b,v9b_11,11,MiniMax-M2.7,attention_control,low,fair_high,16,False,0,10,10,0.583,0.2
v9b,v9b_11,11,MiniMax-M2.7,attention_control,low,fair_high,17,True,0,10,10,0.594,0.188
v9b,v9b_11,11,MiniMax-M2.7,attention_control,low,fair_high,18,False,0,10,10,0.603,0.235
v9b,v9b_12,12,MiniMax-M2.7,attention_control,low,fair_high,1,False,0,10,,,
v9b,v9b_12,12,MiniMax-M2.7,attention_control,low,fair_high,2,False,0,10,10,0.75,0.0
v9b,v9b_12,12,MiniMax-M2.7,attention_control,low,fair_high,3,False,0,10,10,0.625,0.0
v9b,v9b_12,12,MiniMax-M2.7,attention_control,low,fair_high,4,False,0,10,10,0.617,0.0
v9b,v9b_12,12,MiniMax-M2.7,attention_control,low,fair_high,5,False,0,10,10,0.575,0.0
v9b,v9b_12,12,MiniMax-M2.7,attention_control,low,fair_high,6,False,0,10,10,0.6,0.0
v9b,v9b_12,12,MiniMax-M2.7,attention_control,low,fair_high,7,False,0,10,10,0.617,0.0
v9b,v9b_12,12,MiniMax-M2.7,attention_control,low,fair_high,8,False,0,10,10,0.621,0.0
v9b,v9b_12,12,MiniMax-M2.7,attention_control,low,fair_high,9,False,0,10,10,0.613,0.0
v9b,v9b_12,12,MiniMax-M2.7,attention_control,low,fair_high,10,False,0,10,10,0.617,0.0
v9b,v9b_12,12,MiniMax-M2.7,attention_control,low,fair_high,11,False,0,10,10,0.6,0.0
v9b,v9b_12,12,MiniMax-M2.7,attention_control,low,fair_high,12,False,0,10,10,0.595,0.0
v9b,v9b_12,12,MiniMax-M2.7,attention_control,low,fair_high,13,True,0,10,10,0.588,0.0
v9b,v9b_12,12,MiniMax-M2.7,attention_control,low,fair_high,14,True,0,10,10,0.596,0.077
v9b,v9b_12,12,MiniMax-M2.7,attention_control,low,fair_high,15,False,0,10,10,0.596,0.143
v9b,v9b_12,12,MiniMax-M2.7,attention_control,low,fair_high,16,False,2,12,10,0.6,0.133
v9b,v9b_12,12,MiniMax-M2.7,attention_control,low,fair_high,17,True,5,13,12,0.609,0.125
v9b,v9b_12,12,MiniMax-M2.7,attention_control,low,fair_high,18,True,6,13,13,0.606,0.176
